	acc_observed	blca_observed	brca_observed	cesc_observed	chol_observed	coad_observed	dlbc_observed	esca_observed	gbm_observed	hnsc_observed	kich_observed	kirc_observed	kirp_observed	laml_observed	lgg_observed	lihc_observed	luad_observed	lusc_observed	meso_observed	ov_observed	paad_observed	pcpg_observed	prad_observed	read_observed	sarc_observed	skcm_observed	stad_observed	tgct_observed	thca_observed	thym_observed	ucec_observed	ucs_observed	uvm_observed	pancancer_observed
ABI2	0.0	7.0	5.0	3.0	0.0	3.0	0.0	1.0	5.0	3.0	0.0	2.0	1.0	0.0	1.0	2.0	3.0	4.0	1.0	3.0	2.0	0.0	0.0	2.0	0.0	4.0	6.0	0.0	1.0	0.0	14.0	0.0	0.0	73.0
ABI3	0.0	2.0	1.0	3.0	1.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	8.0	2.0	0.0	0.0	0.0	14.0	0.0	0.0	55.0
ABI3BP	1.0	10.0	13.0	4.0	0.0	25.0	0.0	2.0	3.0	3.0	0.0	1.0	3.0	0.0	4.0	2.0	23.0	18.0	1.0	4.0	1.0	0.0	3.0	1.0	2.0	34.0	16.0	0.0	1.0	1.0	40.0	0.0	0.0	216.0
ABL1	0.0	9.0	7.0	7.0	0.0	18.0	0.0	2.0	3.0	5.0	1.0	2.0	3.0	1.0	1.0	1.0	8.0	7.0	0.0	6.0	1.0	0.0	3.0	2.0	3.0	27.0	11.0	0.0	0.0	0.0	28.0	1.0	0.0	157.0
ABL2	0.0	9.0	11.0	4.0	0.0	19.0	0.0	0.0	4.0	9.0	0.0	2.0	3.0	0.0	1.0	2.0	15.0	14.0	0.0	5.0	1.0	0.0	0.0	4.0	1.0	23.0	17.0	0.0	1.0	0.0	44.0	0.0	0.0	189.0
ABLIM1	1.0	7.0	6.0	2.0	0.0	7.0	1.0	1.0	2.0	5.0	0.0	1.0	1.0	0.0	2.0	2.0	5.0	9.0	0.0	1.0	3.0	0.0	2.0	3.0	0.0	30.0	14.0	0.0	1.0	0.0	30.0	0.0	0.0	136.0
ABLIM2	0.0	4.0	3.0	2.0	0.0	11.0	1.0	0.0	0.0	3.0	0.0	2.0	2.0	1.0	1.0	2.0	5.0	2.0	0.0	4.0	1.0	0.0	0.0	2.0	0.0	29.0	13.0	0.0	2.0	0.0	31.0	0.0	0.0	121.0
ABLIM3	1.0	2.0	6.0	2.0	0.0	15.0	1.0	0.0	5.0	5.0	0.0	2.0	3.0	0.0	6.0	1.0	17.0	6.0	2.0	6.0	1.0	0.0	0.0	2.0	1.0	24.0	7.0	0.0	0.0	2.0	25.0	0.0	0.0	142.0
ABO	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ABR	0.0	5.0	8.0	5.0	0.0	20.0	0.0	2.0	4.0	4.0	0.0	1.0	4.0	0.0	2.0	3.0	6.0	7.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	11.0	10.0	0.0	1.0	0.0	35.0	1.0	0.0	134.0
ABRA	0.0	5.0	5.0	1.0	0.0	5.0	0.0	1.0	4.0	5.0	0.0	1.0	1.0	0.0	1.0	3.0	9.0	6.0	0.0	4.0	2.0	0.0	1.0	2.0	2.0	26.0	6.0	0.0	1.0	0.0	18.0	1.0	0.0	110.0
ABRACL	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
ABT1	0.0	2.0	5.0	1.0	0.0	6.0	1.0	1.0	1.0	2.0	0.0	2.0	2.0	0.0	0.0	1.0	7.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	8.0	9.0	0.0	0.0	0.0	14.0	0.0	0.0	66.0
ABTB1	0.0	2.0	2.0	2.0	0.0	12.0	0.0	2.0	4.0	6.0	0.0	0.0	0.0	2.0	0.0	3.0	5.0	4.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	6.0	7.0	1.0	0.0	0.0	20.0	0.0	0.0	83.0
ABTB2	0.0	2.0	8.0	2.0	0.0	9.0	0.0	0.0	1.0	5.0	1.0	3.0	2.0	0.0	3.0	1.0	4.0	3.0	0.0	1.0	3.0	0.0	1.0	0.0	1.0	26.0	11.0	0.0	1.0	1.0	26.0	0.0	0.0	115.0
ACAA1	0.0	4.0	1.0	0.0	0.0	7.0	0.0	1.0	2.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	9.0	3.0	0.0	0.0	0.0	14.0	0.0	0.0	54.0
ACAA2	0.0	1.0	3.0	2.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	7.0	8.0	0.0	0.0	0.0	10.0	0.0	0.0	49.0
ACACA	1.0	27.0	16.0	10.0	0.0	29.0	1.0	7.0	8.0	18.0	0.0	5.0	3.0	2.0	8.0	7.0	19.0	18.0	0.0	4.0	1.0	1.0	5.0	6.0	2.0	47.0	27.0	1.0	1.0	0.0	59.0	1.0	0.0	334.0
ACACB	3.0	18.0	11.0	10.0	0.0	31.0	1.0	7.0	9.0	15.0	0.0	3.0	2.0	2.0	7.0	8.0	25.0	38.0	0.0	11.0	1.0	0.0	2.0	4.0	3.0	48.0	33.0	0.0	1.0	2.0	67.0	0.0	0.0	362.0
ACAD10	2.0	11.0	8.0	5.0	0.0	4.0	1.0	1.0	6.0	12.0	0.0	3.0	3.0	0.0	1.0	1.0	11.0	8.0	0.0	2.0	1.0	0.0	3.0	1.0	1.0	24.0	15.0	0.0	2.0	0.0	29.0	0.0	0.0	155.0
ACAD11	0.0	7.0	7.0	7.0	0.0	11.0	0.0	2.0	3.0	6.0	0.0	1.0	0.0	1.0	2.0	5.0	9.0	5.0	0.0	4.0	1.0	0.0	0.0	1.0	1.0	23.0	11.0	0.0	0.0	0.0	28.0	0.0	0.0	135.0
ACAD8	0.0	3.0	2.0	2.0	0.0	3.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	0.0	1.0	3.0	8.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	7.0	3.0	0.0	0.0	0.0	11.0	0.0	0.0	55.0
ACAD9	0.0	5.0	5.0	2.0	0.0	7.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	5.0	7.0	0.0	2.0	1.0	0.0	0.0	3.0	1.0	8.0	6.0	0.0	1.0	0.0	22.0	0.0	0.0	79.0
ACADL	0.0	2.0	3.0	0.0	0.0	6.0	0.0	2.0	0.0	4.0	0.0	1.0	3.0	0.0	0.0	2.0	5.0	4.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	11.0	4.0	0.0	0.0	0.0	26.0	0.0	0.0	78.0
ACADM	0.0	1.0	0.0	3.0	0.0	4.0	1.0	0.0	2.0	3.0	0.0	1.0	2.0	0.0	1.0	2.0	9.0	5.0	0.0	4.0	1.0	1.0	0.0	5.0	0.0	5.0	7.0	1.0	0.0	0.0	22.0	0.0	0.0	80.0
ACADS	1.0	6.0	1.0	2.0	0.0	5.0	0.0	0.0	5.0	2.0	0.0	2.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	2.0	1.0	0.0	2.0	2.0	1.0	6.0	4.0	0.0	0.0	0.0	16.0	0.0	0.0	64.0
ACADSB	0.0	3.0	6.0	0.0	0.0	7.0	0.0	2.0	2.0	3.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	2.0	8.0	7.0	0.0	0.0	0.0	19.0	0.0	0.0	69.0
ACADVL	0.0	4.0	3.0	3.0	1.0	7.0	1.0	1.0	2.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	8.0	3.0	0.0	0.0	0.0	27.0	0.0	0.0	74.0
ACAN	0.0	20.0	11.0	9.0	0.0	29.0	0.0	5.0	8.0	13.0	1.0	4.0	2.0	1.0	10.0	7.0	48.0	40.0	0.0	4.0	3.0	0.0	8.0	7.0	8.0	92.0	29.0	0.0	3.0	1.0	51.0	0.0	0.0	414.0
ACAP1	1.0	5.0	4.0	2.0	0.0	17.0	0.0	0.0	3.0	2.0	0.0	3.0	1.0	0.0	2.0	3.0	4.0	4.0	2.0	1.0	1.0	0.0	1.0	3.0	3.0	21.0	7.0	0.0	1.0	0.0	25.0	0.0	0.0	116.0
ACAP2	1.0	5.0	4.0	5.0	0.0	7.0	0.0	4.0	4.0	2.0	0.0	3.0	1.0	0.0	1.0	6.0	10.0	5.0	0.0	2.0	2.0	0.0	1.0	2.0	2.0	10.0	10.0	0.0	0.0	0.0	32.0	0.0	0.0	119.0
ACAP3	0.0	7.0	4.0	4.0	0.0	9.0	1.0	0.0	2.0	4.0	2.0	0.0	1.0	0.0	1.0	1.0	6.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	10.0	5.0	0.0	0.0	0.0	14.0	0.0	0.0	76.0
ACAT1	0.0	5.0	4.0	2.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	5.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	4.0	6.0	0.0	0.0	0.0	19.0	0.0	0.0	61.0
ACAT2	0.0	1.0	0.0	1.0	0.0	7.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	6.0	0.0	0.0	0.0	12.0	0.0	0.0	45.0
ACBD3	1.0	6.0	5.0	2.0	1.0	4.0	0.0	1.0	2.0	7.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	7.0	6.0	1.0	0.0	1.0	25.0	0.0	0.0	78.0
ACBD4	1.0	4.0	3.0	1.0	0.0	4.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	5.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	18.0	7.0	0.0	0.0	0.0	7.0	0.0	0.0	62.0
ACBD5	0.0	6.0	4.0	1.0	0.0	7.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	10.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	1.0	10.0	5.0	0.0	1.0	1.0	15.0	0.0	0.0	75.0
ACBD6	0.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	2.0	2.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	30.0
ACBD7	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	20.0
ACCS	0.0	3.0	1.0	3.0	0.0	5.0	0.0	2.0	2.0	1.0	0.0	1.0	2.0	0.0	1.0	4.0	12.0	5.0	0.0	0.0	1.0	0.0	2.0	3.0	2.0	11.0	11.0	0.0	0.0	0.0	21.0	0.0	0.0	93.0
ACCSL	0.0	5.0	7.0	2.0	0.0	4.0	0.0	3.0	5.0	2.0	0.0	0.0	1.0	0.0	1.0	2.0	13.0	10.0	0.0	5.0	1.0	0.0	1.0	3.0	1.0	13.0	19.0	0.0	0.0	0.0	25.0	0.0	0.0	123.0
ACD	0.0	7.0	1.0	2.0	0.0	5.0	0.0	2.0	0.0	4.0	0.0	3.0	0.0	0.0	1.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	24.0	6.0	0.0	1.0	0.0	13.0	0.0	1.0	81.0
ACE	0.0	11.0	11.0	4.0	0.0	21.0	0.0	3.0	7.0	8.0	0.0	3.0	4.0	1.0	4.0	4.0	18.0	11.0	0.0	2.0	2.0	0.0	4.0	3.0	2.0	45.0	10.0	0.0	0.0	0.0	40.0	1.0	0.0	219.0
ACE2	0.0	4.0	3.0	3.0	0.0	10.0	1.0	2.0	4.0	4.0	0.0	1.0	1.0	0.0	1.0	1.0	9.0	7.0	0.0	1.0	2.0	0.0	1.0	3.0	0.0	14.0	11.0	0.0	0.0	0.0	34.0	2.0	0.0	119.0
ACER1	0.0	3.0	1.0	1.0	0.0	8.0	0.0	0.0	2.0	2.0	0.0	1.0	5.0	0.0	2.0	0.0	5.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0	2.0	0.0	1.0	0.0	17.0	0.0	0.0	67.0
ACER2	0.0	1.0	3.0	1.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	6.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	9.0	0.0	0.0	36.0
ACER3	0.0	3.0	5.0	0.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	5.0	2.0	1.0	0.0	0.0	9.0	0.0	0.0	40.0
ACHE	0.0	7.0	3.0	3.0	1.0	3.0	0.0	2.0	2.0	2.0	0.0	1.0	1.0	0.0	1.0	3.0	5.0	6.0	0.0	0.0	3.0	0.0	1.0	2.0	2.0	13.0	12.0	0.0	0.0	0.0	18.0	0.0	0.0	91.0
ACIN1	0.0	16.0	8.0	7.0	0.0	15.0	0.0	0.0	3.0	9.0	1.0	2.0	2.0	0.0	3.0	4.0	13.0	7.0	0.0	5.0	2.0	0.0	2.0	3.0	3.0	12.0	18.0	2.0	0.0	0.0	34.0	1.0	0.0	172.0
ACKR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACKR2	0.0	1.0	2.0	0.0	0.0	7.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	5.0	4.0	0.0	1.0	1.0	0.0	2.0	4.0	0.0	17.0	5.0	0.0	0.0	0.0	15.0	0.0	0.0	71.0
ACKR3	0.0	1.0	2.0	2.0	0.0	13.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	12.0	3.0	0.0	5.0	0.0	0.0	1.0	3.0	0.0	12.0	6.0	0.0	0.0	0.0	20.0	0.0	0.0	85.0
ACKR4	0.0	2.0	3.0	0.0	0.0	6.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	4.0	7.0	0.0	1.0	0.0	16.0	0.0	0.0	56.0
ACLY	0.0	10.0	9.0	8.0	0.0	13.0	0.0	2.0	2.0	4.0	0.0	5.0	3.0	1.0	3.0	3.0	3.0	5.0	0.0	4.0	2.0	0.0	1.0	1.0	3.0	14.0	12.0	1.0	1.0	0.0	27.0	0.0	0.0	137.0
ACMSD	0.0	3.0	0.0	1.0	0.0	8.0	0.0	0.0	3.0	5.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	17.0	6.0	1.0	0.0	0.0	16.0	0.0	0.0	74.0
ACO1	1.0	5.0	2.0	4.0	0.0	7.0	1.0	1.0	2.0	8.0	0.0	4.0	1.0	1.0	1.0	3.0	6.0	4.0	0.0	1.0	0.0	0.0	2.0	1.0	3.0	18.0	6.0	0.0	0.0	1.0	32.0	0.0	0.0	115.0
ACO2	0.0	6.0	6.0	1.0	1.0	10.0	0.0	1.0	2.0	3.0	0.0	0.0	1.0	1.0	2.0	3.0	3.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	19.0	13.0	0.0	0.0	0.0	26.0	0.0	0.0	106.0
ACOT1	0.0	1.0	3.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	27.0
ACOT11	0.0	8.0	7.0	0.0	0.0	5.0	0.0	1.0	3.0	4.0	0.0	0.0	2.0	1.0	3.0	0.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	22.0	5.0	0.0	0.0	0.0	21.0	0.0	0.0	94.0
ACOT12	0.0	5.0	2.0	2.0	0.0	12.0	0.0	1.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0	3.0	12.0	5.0	1.0	0.0	3.0	1.0	1.0	1.0	0.0	24.0	5.0	0.0	1.0	0.0	29.0	0.0	0.0	115.0
ACOT13	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0	8.0	0.0	0.0	24.0
ACOT2	0.0	4.0	0.0	3.0	0.0	5.0	0.0	0.0	2.0	3.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	13.0	1.0	0.0	47.0
ACOT4	1.0	3.0	2.0	0.0	0.0	4.0	0.0	1.0	4.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	4.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	0.0	0.0	12.0	0.0	0.0	54.0
ACOT6	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	6.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	30.0
ACOT7	0.0	3.0	2.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	9.0	5.0	0.0	1.0	0.0	14.0	0.0	0.0	57.0
ACOT8	0.0	3.0	3.0	3.0	0.0	3.0	0.0	0.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	7.0	5.0	0.0	0.0	0.0	13.0	0.0	0.0	51.0
ACOT9	1.0	2.0	5.0	3.0	0.0	4.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	1.0	2.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	6.0	3.0	1.0	0.0	0.0	18.0	0.0	0.0	59.0
ACOX1	0.0	7.0	4.0	2.0	0.0	7.0	1.0	2.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	7.0	8.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	14.0	6.0	0.0	0.0	0.0	24.0	0.0	0.0	90.0
ACOX2	0.0	10.0	4.0	3.0	0.0	8.0	1.0	1.0	2.0	2.0	0.0	1.0	3.0	0.0	1.0	4.0	3.0	4.0	0.0	1.0	2.0	0.0	1.0	1.0	2.0	13.0	9.0	0.0	0.0	0.0	21.0	0.0	0.0	97.0
ACOX3	0.0	8.0	5.0	3.0	0.0	9.0	1.0	1.0	2.0	1.0	0.0	2.0	2.0	0.0	2.0	0.0	7.0	6.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	18.0	12.0	0.0	0.0	0.0	28.0	0.0	0.0	112.0
ACOXL	0.0	2.0	7.0	3.0	0.0	7.0	0.0	0.0	2.0	7.0	0.0	1.0	1.0	1.0	2.0	1.0	5.0	5.0	0.0	0.0	1.0	0.0	0.0	4.0	1.0	22.0	5.0	1.0	1.0	0.0	22.0	0.0	0.0	101.0
ACP1	0.0	2.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	5.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	33.0
ACP2	0.0	2.0	0.0	1.0	0.0	5.0	0.0	1.0	2.0	2.0	0.0	2.0	1.0	1.0	0.0	1.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	7.0	0.0	0.0	1.0	11.0	0.0	1.0	54.0
ACP5	0.0	8.0	4.0	2.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	4.0	6.0	0.0	0.0	0.0	17.0	0.0	0.0	55.0
ACP6	0.0	0.0	5.0	1.0	0.0	4.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	17.0	3.0	0.0	0.0	0.0	11.0	0.0	0.0	58.0
ACP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACPP	1.0	9.0	9.0	3.0	0.0	4.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	4.0	7.0	6.0	2.0	0.0	4.0	0.0	0.0	1.0	3.0	1.0	14.0	4.0	0.0	0.0	0.0	17.0	1.0	0.0	96.0
ACPT	0.0	3.0	1.0	7.0	0.0	7.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	6.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	7.0	4.0	1.0	0.0	0.0	13.0	0.0	0.0	69.0
ACR	1.0	1.0	4.0	2.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0	1.0	1.0	1.0	12.0	3.0	0.0	0.0	0.0	10.0	1.0	0.0	52.0
ACRBP	0.0	2.0	7.0	2.0	0.0	8.0	0.0	0.0	1.0	4.0	0.0	0.0	2.0	0.0	2.0	1.0	2.0	8.0	1.0	3.0	0.0	0.0	0.0	2.0	1.0	23.0	5.0	0.0	0.0	0.0	20.0	0.0	0.0	94.0
ACRV1	0.0	1.0	2.0	1.0	0.0	5.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	5.0	0.0	0.0	0.0	11.0	0.0	0.0	42.0
ACSBG1	0.0	4.0	8.0	6.0	0.0	11.0	1.0	2.0	3.0	6.0	0.0	1.0	3.0	0.0	5.0	1.0	9.0	16.0	0.0	1.0	1.0	0.0	2.0	2.0	2.0	25.0	9.0	0.0	1.0	1.0	28.0	0.0	0.0	148.0
ACSBG2	0.0	7.0	4.0	2.0	0.0	8.0	0.0	2.0	4.0	5.0	0.0	1.0	1.0	0.0	2.0	1.0	4.0	2.0	0.0	2.0	1.0	0.0	0.0	5.0	1.0	26.0	5.0	0.0	0.0	0.0	37.0	0.0	0.0	120.0
ACSF2	0.0	7.0	4.0	7.0	0.0	4.0	0.0	3.0	2.0	3.0	0.0	2.0	8.0	1.0	0.0	1.0	1.0	6.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0	15.0	3.0	0.0	0.0	0.0	21.0	0.0	0.0	94.0
ACSF3	0.0	6.0	4.0	5.0	0.0	5.0	0.0	1.0	0.0	3.0	1.0	0.0	1.0	3.0	2.0	3.0	11.0	4.0	0.0	1.0	1.0	0.0	0.0	2.0	3.0	11.0	3.0	0.0	0.0	0.0	18.0	1.0	0.0	89.0
ACSL1	3.0	3.0	2.0	3.0	0.0	10.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	2.0	1.0	13.0	4.0	0.0	4.0	1.0	0.0	2.0	0.0	0.0	16.0	3.0	0.0	0.0	1.0	28.0	1.0	0.0	103.0
ACSL3	2.0	3.0	4.0	2.0	1.0	5.0	1.0	2.0	2.0	3.0	0.0	1.0	0.0	3.0	1.0	3.0	3.0	5.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	16.0	7.0	0.0	0.0	0.0	32.0	0.0	0.0	101.0
ACSL4	0.0	2.0	7.0	6.0	0.0	6.0	0.0	1.0	3.0	5.0	0.0	0.0	1.0	0.0	4.0	0.0	7.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	4.0	14.0	5.0	0.0	0.0	0.0	35.0	1.0	0.0	107.0
ACSL5	0.0	7.0	6.0	1.0	1.0	11.0	0.0	1.0	2.0	4.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	2.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	41.0	12.0	0.0	0.0	0.0	32.0	0.0	0.0	134.0
ACSL6	0.0	1.0	4.0	4.0	0.0	8.0	0.0	1.0	1.0	1.0	0.0	4.0	1.0	0.0	3.0	2.0	17.0	16.0	0.0	2.0	0.0	0.0	2.0	3.0	5.0	22.0	9.0	1.0	1.0	0.0	32.0	0.0	0.0	140.0
ACSM1	0.0	2.0	1.0	2.0	0.0	12.0	0.0	0.0	2.0	7.0	0.0	1.0	2.0	2.0	3.0	0.0	12.0	13.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	41.0	6.0	0.0	0.0	0.0	28.0	0.0	0.0	138.0
ACSM2A	1.0	6.0	5.0	3.0	0.0	9.0	0.0	2.0	2.0	10.0	1.0	2.0	5.0	1.0	3.0	4.0	26.0	24.0	0.0	2.0	1.0	0.0	1.0	5.0	1.0	44.0	17.0	1.0	0.0	0.0	27.0	1.0	0.0	204.0
ACSM2B	0.0	6.0	6.0	3.0	1.0	9.0	1.0	5.0	9.0	11.0	0.0	1.0	2.0	0.0	3.0	2.0	26.0	16.0	0.0	4.0	1.0	1.0	1.0	1.0	2.0	63.0	10.0	1.0	2.0	0.0	40.0	0.0	0.0	227.0
ACSM3	1.0	3.0	4.0	2.0	0.0	6.0	0.0	0.0	3.0	3.0	0.0	3.0	0.0	0.0	1.0	1.0	4.0	9.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	23.0	8.0	0.0	0.0	0.0	36.0	0.0	0.0	116.0
ACSM4	0.0	5.0	5.0	6.0	0.0	10.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	4.0	13.0	1.0	1.0	1.0	0.0	0.0	6.0	3.0	42.0	6.0	0.0	0.0	0.0	27.0	0.0	1.0	144.0
ACSM5	0.0	10.0	6.0	4.0	1.0	7.0	0.0	3.0	4.0	7.0	0.0	3.0	0.0	0.0	3.0	2.0	30.0	17.0	0.0	2.0	1.0	0.0	2.0	5.0	2.0	29.0	5.0	0.0	2.0	0.0	29.0	0.0	0.0	174.0
ACSM6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
